name,name_id,country_code,country_name,count,pct_in_country,origin
אברהם,-D7-90-D7-91-D7-A8-D7-94-D7-9D-sn,IL,Israel,3611,0.010945,
אדרי,-D7-90-D7-93-D7-A8-D7-99-sn,IL,Israel,2742,0.008311,
אוחיון,-D7-90-D7-95-D7-97-D7-99-D7-95-D7-9F-sn,IL,Israel,3030,0.009184,
אוחנה,-D7-90-D7-95-D7-97-D7-A0-D7-94-sn,IL,Israel,2478,0.007511,
אזולאי,-D7-90-D7-96-D7-95-D7-9C-D7-90-D7-99-sn,IL,Israel,3362,0.01019,
אליהו,-D7-90-D7-9C-D7-99-D7-94-D7-95-sn,IL,Israel,1057,0.003204,
ביטון,-D7-91-D7-99-D7-98-D7-95-D7-9F-sn,IL,Israel,5736,0.017386,Sephardi Jewish (North African Hebrew surname tradition)
ביטון,-D7-91-D7-99-D7-98-D7-95-D7-9F-sn,PS,Palestine,2443,0.005597,Sephardi Jewish (North African Hebrew surname tradition)
בן דוד,-D7-91-D7-9F-20-D7-93-D7-95-D7-93-sn,IL,Israel,2240,0.00679,
גבאי,-D7-92-D7-91-D7-90-D7-99-sn,IL,Israel,2352,0.007129,
דהן,-D7-93-D7-94-D7-9F-sn,IL,Israel,4084,0.012379,
דוד,-D7-93-D7-95-D7-93-sn,IL,Israel,2613,0.00792,
וקנין,-D7-95-D7-A7-D7-A0-D7-99-D7-9F-sn,IL,Israel,2457,0.007447,
חדד,-D7-97-D7-93-D7-93-sn,IL,Israel,2818,0.008541,
חן,-D7-97-D7-9F-sn,IL,Israel,2330,0.007062,
יוסף,-D7-99-D7-95-D7-A1-D7-A3-sn,IL,Israel,2951,0.008945,
יצחק,-D7-99-D7-A6-D7-97-D7-A7-sn,IL,Israel,1225,0.003713,
כהן,-D7-9B-D7-94-D7-9F-sn,IL,Israel,30541,0.092571,Hebrew
כהן,-D7-9B-D7-94-D7-9F-sn,PS,Palestine,12422,0.028458,Hebrew
לוי,-D7-9C-D7-95-D7-99-sn,IL,Israel,18769,0.05689,Hebrew
לוי,-D7-9C-D7-95-D7-99-sn,PS,Palestine,7695,0.017629,Hebrew
מזרחי,-D7-9E-D7-96-D7-A8-D7-97-D7-99-sn,IL,Israel,5094,0.01544,Hebrew surname
מזרחי,-D7-9E-D7-96-D7-A8-D7-97-D7-99-sn,PS,Palestine,1045,0.002394,Hebrew surname
מלכה,-D7-9E-D7-9C-D7-9B-D7-94-sn,IL,Israel,3411,0.010339,
משה,-D7-9E-D7-A9-D7-94-sn,IL,Israel,2539,0.007696,
סויסה,-D7-A1-D7-95-D7-99-D7-A1-D7-94-sn,IL,Israel,1102,0.00334,
עמר,-D7-A2-D7-9E-D7-A8-sn,IL,Israel,2995,0.009078,
פרץ,-D7-A4-D7-A8-D7-A5-sn,IL,Israel,5971,0.018098,Hebrew
פרץ,-D7-A4-D7-A8-D7-A5-sn,PS,Palestine,2384,0.005462,Hebrew
שלום,-D7-A9-D7-9C-D7-95-D7-9D-sn,IL,Israel,1048,0.003177,
ۦ،,-DB-A6-D8-8C-sn,IQ,Iraq,2608,0.000246,
कुमार,-E0-A4-95-E0-A5-81-E0-A4-AE-E0-A4-BE-E0-A4-B0-sn,IN,India,3072,0.001049,
मगर,-E0-A4-AE-E0-A4-97-E0-A4-B0-sn,SA,Saudi Arabia,1707,0.000108,
यादव,-E0-A4-AF-E0-A4-BE-E0-A4-A6-E0-A4-B5-sn,IN,India,1373,0.000469,
আকাশ,-E0-A6-86-E0-A6-95-E0-A6-BE-E0-A6-B6-sn,BD,Bangladesh,4185,0.002166,
আকাশ,-E0-A6-86-E0-A6-95-E0-A6-BE-E0-A6-B6-sn,SA,Saudi Arabia,1046,0.000066,
আক্তার,-E0-A6-86-E0-A6-95-E0-A7-8D-E0-A6-A4-E0-A6-BE-E0-A6-B0-sn,BD,Bangladesh,2510,0.001299,
আক্তার,-E0-A6-86-E0-A6-95-E0-A7-8D-E0-A6-A4-E0-A6-BE-E0-A6-B0-sn,SA,Saudi Arabia,1201,0.000076,
আমি,-E0-A6-86-E0-A6-AE-E0-A6-BF-sn,BD,Bangladesh,1766,0.000914,
আলম,-E0-A6-86-E0-A6-B2-E0-A6-AE-sn,BD,Bangladesh,1276,0.000661,
আলম,-E0-A6-86-E0-A6-B2-E0-A6-AE-sn,SA,Saudi Arabia,1127,0.000071,
আলী,-E0-A6-86-E0-A6-B2-E0-A7-80-sn,BD,Bangladesh,1053,0.000545,
আহমদ,-E0-A6-86-E0-A6-B9-E0-A6-AE-E0-A6-A6-sn,BD,Bangladesh,1793,0.000928,
আহমেদ,-E0-A6-86-E0-A6-B9-E0-A6-AE-E0-A7-87-E0-A6-A6-sn,BD,Bangladesh,2629,0.001361,
ইসলাম,-E0-A6-87-E0-A6-B8-E0-A6-B2-E0-A6-BE-E0-A6-AE-sn,BD,Bangladesh,6431,0.003329,Arabic
ইসলাম,-E0-A6-87-E0-A6-B8-E0-A6-B2-E0-A6-BE-E0-A6-AE-sn,OM,Oman,2007,0.001081,Arabic
ইসলাম,-E0-A6-87-E0-A6-B8-E0-A6-B2-E0-A6-BE-E0-A6-AE-sn,SA,Saudi Arabia,3024,0.000191,Arabic
উদ্দিন,-E0-A6-89-E0-A6-A6-E0-A7-8D-E0-A6-A6-E0-A6-BF-E0-A6-A8-sn,BD,Bangladesh,1053,0.000545,
খান,-E0-A6-96-E0-A6-BE-E0-A6-A8-sn,BD,Bangladesh,2654,0.001374,Turkic-Mongolian
খান,-E0-A6-96-E0-A6-BE-E0-A6-A8-sn,OM,Oman,1980,0.001066,Turkic-Mongolian
খান,-E0-A6-96-E0-A6-BE-E0-A6-A8-sn,SA,Saudi Arabia,2372,0.00015,Turkic-Mongolian
চৌধুরী,-E0-A6-9A-E0-A7-8C-E0-A6-A7-E0-A7-81-E0-A6-B0-E0-A7-80-sn,BD,Bangladesh,1463,0.000757,
ছেলে,-E0-A6-9B-E0-A7-87-E0-A6-B2-E0-A7-87-sn,BD,Bangladesh,2670,0.001382,
জীবন,-E0-A6-9C-E0-A7-80-E0-A6-AC-E0-A6-A8-sn,BD,Bangladesh,2600,0.001346,Bengali
জীবন,-E0-A6-9C-E0-A7-80-E0-A6-AC-E0-A6-A8-sn,OM,Oman,1320,0.000711,Bengali
জীবন,-E0-A6-9C-E0-A7-80-E0-A6-AC-E0-A6-A8-sn,SA,Saudi Arabia,2110,0.000133,Bengali
তারা,-E0-A6-A4-E0-A6-BE-E0-A6-B0-E0-A6-BE-sn,BD,Bangladesh,2086,0.00108,
পথিক,-E0-A6-AA-E0-A6-A5-E0-A6-BF-E0-A6-95-sn,BD,Bangladesh,1109,0.000574,
পরী,-E0-A6-AA-E0-A6-B0-E0-A7-80-sn,BD,Bangladesh,1087,0.000563,
পাখি,-E0-A6-AA-E0-A6-BE-E0-A6-96-E0-A6-BF-sn,BD,Bangladesh,4022,0.002082,Bengali
পাখি,-E0-A6-AA-E0-A6-BE-E0-A6-96-E0-A6-BF-sn,SA,Saudi Arabia,1245,0.000079,Bengali
বালক,-E0-A6-AC-E0-A6-BE-E0-A6-B2-E0-A6-95-sn,BD,Bangladesh,2819,0.001459,
বালিকা,-E0-A6-AC-E0-A6-BE-E0-A6-B2-E0-A6-BF-E0-A6-95-E0-A6-BE-sn,BD,Bangladesh,1181,0.000611,
ভালোবাসা,-E0-A6-AD-E0-A6-BE-E0-A6-B2-E0-A7-8B-E0-A6-AC-E0-A6-BE-E0-A6-B8-E0-A6-BE-sn,BD,Bangladesh,1215,0.000629,
মন,-E0-A6-AE-E0-A6-A8-sn,BD,Bangladesh,4739,0.002453,Bengali
মন,-E0-A6-AE-E0-A6-A8-sn,OM,Oman,1378,0.000742,Bengali
মন,-E0-A6-AE-E0-A6-A8-sn,SA,Saudi Arabia,1607,0.000102,Bengali
মানুষ,-E0-A6-AE-E0-A6-BE-E0-A6-A8-E0-A7-81-E0-A6-B7-sn,BD,Bangladesh,1601,0.000829,
মিয়া,-E0-A6-AE-E0-A6-BF-E0-A6-AF-E0-A6-BC-E0-A6-BE-sn,BD,Bangladesh,2218,0.001148,Bengali and Persianate honorific usage
মিয়া,-E0-A6-AE-E0-A6-BF-E0-A6-AF-E0-A6-BC-E0-A6-BE-sn,OM,Oman,2162,0.001164,Bengali and Persianate honorific usage
মিয়া,-E0-A6-AE-E0-A6-BF-E0-A6-AF-E0-A6-BC-E0-A6-BE-sn,SA,Saudi Arabia,3356,0.000212,Bengali and Persianate honorific usage
মেয়ে,-E0-A6-AE-E0-A7-87-E0-A6-AF-E0-A6-BC-E0-A7-87-sn,BD,Bangladesh,1022,0.000529,
রহমান,-E0-A6-B0-E0-A6-B9-E0-A6-AE-E0-A6-BE-E0-A6-A8-sn,BD,Bangladesh,2530,0.00131,
রহমান,-E0-A6-B0-E0-A6-B9-E0-A6-AE-E0-A6-BE-E0-A6-A8-sn,SA,Saudi Arabia,1351,0.000085,
সরকার,-E0-A6-B8-E0-A6-B0-E0-A6-95-E0-A6-BE-E0-A6-B0-sn,BD,Bangladesh,1147,0.000594,
হাসান,-E0-A6-B9-E0-A6-BE-E0-A6-B8-E0-A6-BE-E0-A6-A8-sn,BD,Bangladesh,2135,0.001105,
হোসেন,-E0-A6-B9-E0-A7-8B-E0-A6-B8-E0-A7-87-E0-A6-A8-sn,BD,Bangladesh,3620,0.001874,Arabic / Bengali
হোসেন,-E0-A6-B9-E0-A7-8B-E0-A6-B8-E0-A7-87-E0-A6-A8-sn,OM,Oman,2910,0.001567,Arabic / Bengali
হোসেন,-E0-A6-B9-E0-A7-8B-E0-A6-B8-E0-A7-87-E0-A6-A8-sn,SA,Saudi Arabia,3257,0.000206,Arabic / Bengali
ﺍﺑﺮﺍﻫﻴﻢ,-EF-BA-8D-EF-BA-91-EF-BA-AE-EF-BA-8D-EF-BB-AB-EF-BB-B4-EF-BB-A2-sn,SD,Sudan,1341,0.000293,
ﺍﺣﻤﺪ,-EF-BA-8D-EF-BA-A3-EF-BB-A4-EF-BA-AA-sn,EG,Egypt,4387,0.00013,Arabic
ﺍﺣﻤﺪ,-EF-BA-8D-EF-BA-A3-EF-BB-A4-EF-BA-AA-sn,SD,Sudan,2164,0.000473,Arabic
ﺍﺩﻡ,-EF-BA-8D-EF-BA-A9-EF-BB-A1-sn,SD,Sudan,1825,0.000399,
ﺍﺳﺤﺎﻕ,-EF-BA-8D-EF-BA-B3-EF-BA-A4-EF-BA-8E-EF-BB-95-sn,SD,Sudan,1747,0.000382,
البرنس,-EF-BA-8D-EF-BB-9F-EF-BA-92-EF-BA-AE-EF-BB-A7-EF-BA-B2-sn,EG,Egypt,131,0.000004,Arabic / Egyptian
البرنس,-EF-BA-8D-EF-BB-9F-EF-BA-92-EF-BA-AE-EF-BB-A7-EF-BA-B2-sn,SA,Saudi Arabia,20,0.000001,Arabic / Egyptian
البرنس,-EF-BA-8D-EF-BB-9F-EF-BA-92-EF-BA-AE-EF-BB-A7-EF-BA-B2-sn,JO,Jordan,4,0.000007,Arabic / Egyptian
البرنس,-EF-BA-8D-EF-BB-9F-EF-BA-92-EF-BA-AE-EF-BB-A7-EF-BA-B2-sn,IQ,Iraq,3,0,Arabic / Egyptian
البرنس,-EF-BA-8D-EF-BB-9F-EF-BA-92-EF-BA-AE-EF-BB-A7-EF-BA-B2-sn,LY,Libya,3,0.000002,Arabic / Egyptian
البرنس,-EF-BA-8D-EF-BB-9F-EF-BA-92-EF-BA-AE-EF-BB-A7-EF-BA-B2-sn,SD,Sudan,2,0,Arabic / Egyptian
البرنس,-EF-BA-8D-EF-BB-9F-EF-BA-92-EF-BA-AE-EF-BB-A7-EF-BA-B2-sn,YE,Yemen,2,0.000001,Arabic / Egyptian
ﺍﻟﺠﻨﺔ,-EF-BA-8D-EF-BB-9F-EF-BA-A0-EF-BB-A8-EF-BA-94-sn,EG,Egypt,1238,0.000037,
ﺍﻟﺠﻨﻪ,-EF-BA-8D-EF-BB-9F-EF-BA-A0-EF-BB-A8-EF-BB-AA-sn,EG,Egypt,1100,0.000033,
ﺍﻟﺠﻮﻛﺮ,-EF-BA-8D-EF-BB-9F-EF-BA-A0-EF-BB-AE-EF-BB-9B-EF-BA-AE-sn,EG,Egypt,1509,0.000045,
ﺍﻟﺤﺐ,-EF-BA-8D-EF-BB-9F-EF-BA-A4-EF-BA-90-sn,EG,Egypt,4565,0.000135,
ﺍﻟﺤﺰﻳﻦ,-EF-BA-8D-EF-BB-9F-EF-BA-A4-EF-BA-B0-EF-BB-B3-EF-BB-A6-sn,EG,Egypt,3757,0.000111,
ﺍﻟﺤﺰﻳﻦ,-EF-BA-8D-EF-BB-9F-EF-BA-A4-EF-BA-B0-EF-BB-B3-EF-BB-A6-sn,IQ,Iraq,1117,0.000106,
ﺍﻟﺮﺍﻳﻖ,-EF-BA-8D-EF-BB-9F-EF-BA-AE-EF-BA-8D-EF-BB-B3-EF-BB-96-sn,EG,Egypt,2334,0.000069,
ﺍﻟﺮﻭﺡ,-EF-BA-8D-EF-BB-9F-EF-BA-AE-EF-BB-AD-EF-BA-A1-sn,SY,Syria,1745,0.000465,
ﺍﻟﺴﻮﺩﺍﻥ,-EF-BA-8D-EF-BB-9F-EF-BA-B4-EF-BB-AE-EF-BA-A9-EF-BA-8D-EF-BB-A5-sn,SD,Sudan,1326,0.00029,
ﺍﻟﺼﺒﺮﻱ,-EF-BA-8D-EF-BB-9F-EF-BA-BC-EF-BA-92-EF-BA-AE-EF-BB-B1-sn,YE,Yemen,1028,0.000474,
ﺍﻟﻌﺎﺷﻖ,-EF-BA-8D-EF-BB-9F-EF-BB-8C-EF-BA-8E-EF-BA-B7-EF-BB-96-sn,EG,Egypt,1995,0.000059,
ﺍﻟﻌﺮﺍﻕ,-EF-BA-8D-EF-BB-9F-EF-BB-8C-EF-BA-AE-EF-BA-8D-EF-BB-95-sn,IQ,Iraq,1001,0.000095,
ﺍﻟﻌﺮﺍﻗﻲ,-EF-BA-8D-EF-BB-9F-EF-BB-8C-EF-BA-AE-EF-BA-8D-EF-BB-97-EF-BB-B2-sn,IQ,Iraq,1293,0.000122,
ﺍﻟﻘﻤﺮ,-EF-BA-8D-EF-BB-9F-EF-BB-98-EF-BB-A4-EF-BA-AE-sn,EG,Egypt,1407,0.000042,
ﺍﻟﻤﺼﺮﻱ,-EF-BA-8D-EF-BB-9F-EF-BB-A4-EF-BA-BC-EF-BA-AE-EF-BB-B1-sn,EG,Egypt,1455,0.000043,
ﺍﻟﻨﻮﺭ,-EF-BA-8D-EF-BB-9F-EF-BB-A8-EF-BB-AE-EF-BA-AD-sn,SD,Sudan,3252,0.000711,
ﺍﻟﻮﺭﺩ,-EF-BA-8D-EF-BB-9F-EF-BB-AE-EF-BA-AD-EF-BA-A9-sn,SY,Syria,1768,0.000471,
ﺍﻟﻴﻤﻦ,-EF-BA-8D-EF-BB-9F-EF-BB-B4-EF-BB-A4-EF-BB-A6-sn,YE,Yemen,2523,0.001164,
ﺑﺲ,-EF-BA-91-EF-BA-B2-sn,EG,Egypt,1150,0.000034,
ﺗﻴﺘﻮ,-EF-BA-97-EF-BB-B4-EF-BA-98-EF-BB-AE-sn,EG,Egypt,1556,0.000046,
ﺣﺐ,-EF-BA-A3-EF-BA-90-sn,EG,Egypt,1077,0.000032,
ﺣﺒﻴﺒﻲ,-EF-BA-A3-EF-BA-92-EF-BB-B4-EF-BA-92-EF-BB-B2-sn,EG,Egypt,3074,0.000091,
ﺣﺴﻦ,-EF-BA-A3-EF-BA-B4-EF-BB-A6-sn,SD,Sudan,1058,0.000231,
ﺣﻴﺎﺗﻲ,-EF-BA-A3-EF-BB-B4-EF-BA-8E-EF-BA-97-EF-BB-B2-sn,EG,Egypt,1491,0.000044,
ﻋﺒﺪﺍﻟﻠﻪ,-EF-BB-8B-EF-BA-92-EF-BA-AA-EF-BA-8D-EF-BB-9F-EF-BB-A0-EF-BB-AA-sn,SD,Sudan,1749,0.000382,
ﻋﻠﻲ,-EF-BB-8B-EF-BB-A0-EF-BB-B2-sn,EG,Egypt,1163,0.000034,
ﻋﻠﻲ,-EF-BB-8B-EF-BB-A0-EF-BB-B2-sn,SD,Sudan,1341,0.000293,
ﻟﻴﺒﻴﺎ,-EF-BB-9F-EF-BB-B4-EF-BA-92-EF-BB-B4-EF-BA-8E-sn,LY,Libya,3006,0.001997,
ﻣﺤﻤﺪ,-EF-BB-A3-EF-BA-A4-EF-BB-A4-EF-BA-AA-sn,EG,Egypt,8838,0.000262,
ﻣﺤﻤﺪ,-EF-BB-A3-EF-BA-A4-EF-BB-A4-EF-BA-AA-sn,LY,Libya,1222,0.000812,
ﻣﺤﻤﺪ,-EF-BB-A3-EF-BA-A4-EF-BB-A4-EF-BA-AA-sn,SD,Sudan,7146,0.001562,
ﻣﺤﻤﺪ,-EF-BB-A3-EF-BA-A4-EF-BB-A4-EF-BA-AA-sn,SY,Syria,1036,0.000276,
ﻣﺤﻤﺪ,-EF-BB-A3-EF-BA-A4-EF-BB-A4-EF-BA-AA-sn,YE,Yemen,1298,0.000599,
ﻣﺤﻤﻮﺩ,-EF-BB-A3-EF-BA-A4-EF-BB-A4-EF-BB-AE-EF-BA-A9-sn,EG,Egypt,1661,0.000049,
ﻣﻠﻚ,-EF-BB-A3-EF-BB-A0-EF-BB-9A-sn,EG,Egypt,1275,0.000038,
ﻭﺍﺣﺪ ﺑﺲ,-EF-BB-AD-EF-BA-8D-EF-BA-A3-EF-BA-AA-20-EF-BA-91-EF-BA-B2-sn,EG,Egypt,1833,0.000054,
ﻭﺑﺲ,-EF-BB-AD-EF-BA-91-EF-BA-B2-sn,EG,Egypt,7529,0.000223,
عابد,aabd-sn,EG,Egypt,2742,0.000081,
عابد,aabd-sn,SA,Saudi Arabia,1741,0.00011,
عابدين,aabdyn-sn,EG,Egypt,4787,0.000142,Arabic
عابدين,aabdyn-sn,SD,Sudan,2105,0.00046,Arabic
Adel,aadl-sn,DZ,Algeria,1930,0.000485,Arabic
Adel,aadl-sn,EG,Egypt,66707,0.001976,Arabic
Adel,aadl-sn,IQ,Iraq,9716,0.000918,Arabic
Adel,aadl-sn,LY,Libya,2437,0.001619,Arabic
Adel,aadl-sn,SA,Saudi Arabia,6875,0.000434,Arabic
Adel,aadl-sn,SD,Sudan,7831,0.001712,Arabic
Adel,aadl-sn,SY,Syria,1265,0.000337,Arabic
Adel,aadl-sn,YE,Yemen,2685,0.001239,Arabic
آدم,aadm-sn,EG,Egypt,4269,0.000126,Arabic
آدم,aadm-sn,SD,Sudan,3309,0.000723,Arabic
Aalam,aalam-sn,SA,Saudi Arabia,5097,0.000322,
Aamer,aamer-sn,EG,Egypt,1324,0.000039,
Aamir,aamir-sn,SA,Saudi Arabia,1926,0.000122,
عامر,aamr-sn,DZ,Algeria,1282,0.000322,
عامر,aamr-sn,EG,Egypt,28828,0.000854,
عامر,aamr-sn,IQ,Iraq,6276,0.000593,
عامر,aamr-sn,LY,Libya,2315,0.001538,
عامر,aamr-sn,SA,Saudi Arabia,5076,0.000321,
عامر,aamr-sn,SD,Sudan,2311,0.000505,
عامر,aamr-sn,SY,Syria,3303,0.000879,
عامر,aamr-sn,YE,Yemen,4802,0.002215,
Aarab,aarab-sn,MA,Morocco,4570,0.000647,
عارف,aarf-sn,EG,Egypt,2783,0.000082,
عارف,aarf-sn,SA,Saudi Arabia,1190,0.000075,
عارف,aarf-sn,YE,Yemen,1042,0.000481,
Aaron,aaron-sn,US,United States,1160,0.000078,
Aarts,aarts-sn,NL,Netherlands,1030,0.001895,
Ashour,aashwr-sn,EG,Egypt,17249,0.000511,"Arabic surname from Ashour, linked to Ashura and the tenth day."
Ashour,aashwr-sn,IQ,Iraq,1174,0.000111,"Arabic surname from Ashour, linked to Ashura and the tenth day."
Ashour,aashwr-sn,LY,Libya,2184,0.001451,"Arabic surname from Ashour, linked to Ashura and the tenth day."
Ashour,aashwr-sn,SA,Saudi Arabia,1480,0.000094,"Arabic surname from Ashour, linked to Ashura and the tenth day."
Ashour,aashwr-sn,SY,Syria,1115,0.000297,"Arabic surname from Ashour, linked to Ashura and the tenth day."
عاصم,aasm-sn,EG,Egypt,3925,0.000116,
عاصي,aasy-sn,SY,Syria,1607,0.000428,
Atif,aatf-sn,EG,Egypt,27432,0.000813,Arabic
Atif,aatf-sn,SA,Saudi Arabia,2259,0.000143,Arabic
Atif,aatf-sn,SD,Sudan,1248,0.000273,Arabic
Atif,aatf-sn,YE,Yemen,2151,0.000992,Arabic
عاتي,aaty-sn,SA,Saudi Arabia,1130,0.000071,
عايد,aayd-sn,EG,Egypt,1431,0.000042,
عايد,aayd-sn,IQ,Iraq,1341,0.000127,
عايض,aaydh-sn,SA,Saudi Arabia,1386,0.000088,
عايض,aaydh-sn,YE,Yemen,1080,0.000498,
عايش,aaysh-sn,EG,Egypt,1582,0.000047,
عايش,aaysh-sn,SA,Saudi Arabia,1161,0.000073,
Ab,ab-sn,DZ,Algeria,4443,0.001117,Arabic
Ab,ab-sn,EG,Egypt,8908,0.000264,Arabic
Ab,ab-sn,MA,Morocco,5898,0.000835,Arabic
Ab,ab-sn,SA,Saudi Arabia,4833,0.000305,Arabic
Ab,ab-sn,SY,Syria,2183,0.000581,Arabic
Aba,aba-sn,TR,Turkey,1230,0.000108,
Ababneh,ababneh-sn,JO,Jordan,1447,0.002411,
عبابنه,ababnh-sn,JO,Jordan,1030,0.001716,
Abacı,abaci-sn,TR,Turkey,1506,0.000132,
Abad,abad-sn,ES,Spain,2343,0.001238,
Abad,abad-sn,YE,Yemen,2074,0.000957,
عباده,abadh-sn,EG,Egypt,1644,0.000049,
عبادي,abady-sn,EG,Egypt,1007,0.00003,
عبادي,abady-sn,SA,Saudi Arabia,1741,0.00011,
عبادي,abady-sn,YE,Yemen,1677,0.000774,
Abah,abah-sn,NG,Nigeria,1193,0.000298,
Abaker,abaker-sn,SD,Sudan,1045,0.000228,
Abanto,abanto-sn,PE,Peru,2206,0.001368,
Abarca,abarca-sn,CL,Chile,4338,0.001687,Spanish
Abarca,abarca-sn,CR,Costa Rica,2077,0.004795,Spanish
Abarca,abarca-sn,MX,Mexico,1002,0.000146,Spanish
Abarca,abarca-sn,US,United States,1332,0.000089,Spanish
عباس,abas-sn,DZ,Algeria,1229,0.000309,Arabic
عباس,abas-sn,EG,Egypt,25158,0.000745,Arabic
عباس,abas-sn,IQ,Iraq,46204,0.004367,Arabic
عباس,abas-sn,LB,Lebanon,1157,0.002417,Arabic
عباس,abas-sn,MY,Malaysia,2710,0.000584,Arabic
عباس,abas-sn,SA,Saudi Arabia,8575,0.000542,Arabic
عباس,abas-sn,SD,Sudan,15402,0.003367,Arabic
عباس,abas-sn,SY,Syria,12646,0.003367,Arabic
عباس,abas-sn,TR,Turkey,1286,0.000113,Arabic
عباس,abas-sn,YE,Yemen,2793,0.001289,Arabic
Abass,abass-sn,EG,Egypt,5240,0.000155,Arabic
Abass,abass-sn,IQ,Iraq,1398,0.000132,Arabic
Abass,abass-sn,NG,Nigeria,1070,0.000267,Arabic
Abass,abass-sn,SA,Saudi Arabia,1371,0.000087,Arabic
Abass,abass-sn,SD,Sudan,1296,0.000283,Arabic
Abassi,abassi-sn,MA,Morocco,1306,0.000185,
Abassi,abassi-sn,TN,Tunisia,2426,0.000927,
Abate,abate-sn,IT,Italy,8669,0.000738,Italian
Abay,abay-sn,TR,Turkey,2777,0.000244,
Abayomi,abayomi-sn,NG,Nigeria,2798,0.000698,
Abaza,abaza-sn,EG,Egypt,4451,0.000132,
اباظه,abazh-sn,EG,Egypt,1341,0.00004,
Abba,abba-sn,AE,United Arab Emirates,56,0.000021,Hausa / Arabic / Hebrew
Abba,abba-sn,AR,Argentina,43,0.000059,Hausa / Arabic / Hebrew
Abba,abba-sn,AT,Austria,2,0.000048,Hausa / Arabic / Hebrew
Abba,abba-sn,BD,Bangladesh,15,0.000008,Hausa / Arabic / Hebrew
Abba,abba-sn,BE,Belgium,26,0.000272,Hausa / Arabic / Hebrew
Abba,abba-sn,BH,Bahrain,13,0.000038,Hausa / Arabic / Hebrew
Abba,abba-sn,BN,Brunei,2,0.002188,Hausa / Arabic / Hebrew
Abba,abba-sn,BR,Brazil,2,0,Hausa / Arabic / Hebrew
Abba,abba-sn,CA,Canada,24,0.000058,Hausa / Arabic / Hebrew
Abba,abba-sn,CH,Switzerland,2,0.00004,Hausa / Arabic / Hebrew
Abba,abba-sn,CL,Chile,6,0.000002,Hausa / Arabic / Hebrew
Abba,abba-sn,CM,Cameroon,1420,0.011407,Hausa / Arabic / Hebrew
Abba,abba-sn,CN,China,2,0.000009,Hausa / Arabic / Hebrew
Abba,abba-sn,CO,Colombia,8,0.000001,Hausa / Arabic / Hebrew
Abba,abba-sn,DE,Germany,24,0.000031,Hausa / Arabic / Hebrew
Abba,abba-sn,DZ,Algeria,288,0.000072,Hausa / Arabic / Hebrew
Abba,abba-sn,EG,Egypt,28,0.000001,Hausa / Arabic / Hebrew
Abba,abba-sn,ES,Spain,41,0.000022,Hausa / Arabic / Hebrew
Abba,abba-sn,FI,Finland,6,0.000062,Hausa / Arabic / Hebrew
Abba,abba-sn,FR,France,245,0.000084,Hausa / Arabic / Hebrew
Abba,abba-sn,GB,United Kingdom,83,0.000019,Hausa / Arabic / Hebrew
Abba,abba-sn,GH,Ghana,17,0.000126,Hausa / Arabic / Hebrew
Abba,abba-sn,GT,Guatemala,2,0.000004,Hausa / Arabic / Hebrew
Abba,abba-sn,HK,Hong Kong,9,0.000005,Hausa / Arabic / Hebrew
Abba,abba-sn,IE,Ireland,3,0.000008,Hausa / Arabic / Hebrew
Abba,abba-sn,IL,Israel,20,0.000061,Hausa / Arabic / Hebrew
Abba,abba-sn,IN,India,12,0.000004,Hausa / Arabic / Hebrew
Abba,abba-sn,IQ,Iraq,58,0.000005,Hausa / Arabic / Hebrew
Abba,abba-sn,IR,Iran,7,0.00002,Hausa / Arabic / Hebrew
Abba,abba-sn,IT,Italy,437,0.000037,Hausa / Arabic / Hebrew
Abba,abba-sn,JO,Jordan,5,0.000008,Hausa / Arabic / Hebrew
Abba,abba-sn,KW,Kuwait,25,0.000027,Hausa / Arabic / Hebrew
Abba,abba-sn,LB,Lebanon,11,0.000023,Hausa / Arabic / Hebrew
Abba,abba-sn,LY,Libya,79,0.000052,Hausa / Arabic / Hebrew
Abba,abba-sn,MA,Morocco,582,0.000082,Hausa / Arabic / Hebrew
Abba,abba-sn,MU,Mauritius,5,0.000025,Hausa / Arabic / Hebrew
Abba,abba-sn,MV,Maldives,3,0.000572,Hausa / Arabic / Hebrew
Abba,abba-sn,MY,Malaysia,48,0.00001,Hausa / Arabic / Hebrew
Abba,abba-sn,NG,Nigeria,5831,0.001455,Hausa / Arabic / Hebrew
Abba,abba-sn,NL,Netherlands,49,0.00009,Hausa / Arabic / Hebrew
Abba,abba-sn,NO,Norway,2,0.000158,Hausa / Arabic / Hebrew
Abba,abba-sn,OM,Oman,36,0.000019,Hausa / Arabic / Hebrew
Abba,abba-sn,PE,Peru,3,0.000002,Hausa / Arabic / Hebrew
Abba,abba-sn,PH,Philippines,2,0.000029,Hausa / Arabic / Hebrew
Abba,abba-sn,PL,Poland,4,0.000019,Hausa / Arabic / Hebrew
Abba,abba-sn,PS,Palestine,18,0.000041,Hausa / Arabic / Hebrew
Abba,abba-sn,QA,Qatar,17,0.000025,Hausa / Arabic / Hebrew
Abba,abba-sn,RU,Russia,7,0.000003,Hausa / Arabic / Hebrew
Abba,abba-sn,SA,Saudi Arabia,276,0.000017,Hausa / Arabic / Hebrew
Abba,abba-sn,SD,Sudan,69,0.000015,Hausa / Arabic / Hebrew
Abba,abba-sn,SE,Sweden,5,0.000039,Hausa / Arabic / Hebrew
